#url-source-assignments format=1 generator=Gates.UrlCensusInput input-sha256=a5aa827f544f9077912dc1553cfd9025b6afa4e996460074b5f67d83e0f3c805 candidates=1473
#ordinal	kind	byte-start	byte-end	span-sha256	label	section	owner	reason
#input spans-sha256=444f54d5563bb8f21d04866cfc4e9dcc4ef7e1ccb380afb6f414f1b6153c23e2
#input explanations-sha256=6cd87e7a3e9e246692fc36cc52f41ed5834a45d5f66b569442c30c0cf87b7466
#input dispositions-sha256=766a539e43db1909506a938bdcb156111535a8189c542e2529885f31b6224a90
#input overrides-sha256=c2ce025fde1d98c03c28f6818269e8ab21d5e13e43a4aa4ec8e3a3339182e81c
#input dependencies-sha256=2fb67b7f4e4cab820b69a8b5125929e75b882c9e061f5323eff40cff0d5350b8
#input externals-sha256=492ba571becb2eadd939d74ff28c6689bcc0d09b1e6e661025d7f4621955a6ad
1157	prose	131706	131966	cb06045d9b6bc5905900c3bd3e7cdb4cf068be728994b55a642c050096756070	Let sequences be the result of splitting input on 0x26 (&amp;).	urlencoded-parsing	op.urlencoded-parser	
1158	prose	131970	132100	974a15c2c70ec0d1cd8a326bc0cd6a261c1df4f9600fedb2ec3b6b72d025b3c1	Let output be an initially empty list of name-value tuples where both name and value hold a string.	urlencoded-parsing	op.urlencoded-parser	
1159	prose	132107	132194	7436049731cb1abf80a4fb08e0d16711bcdfc888262cb6c54045405430b81676	For each byte sequence bytes in sequences:	urlencoded-parsing	op.urlencoded-parser	
1160	list	132194	133328	84a90480c7a0ca1fa7d93398ce5cd34da6baefe8bad1695e8798b03ed3e156a7	ol	urlencoded-parsing	op.urlencoded-parser	
1161	prose	132206	132297	9431bcaf7c9ec5afa5ee9a34a0edf9f8ff57d96259b53b974195246ee51a3e57	If bytes is the empty byte sequence, then continue.	urlencoded-parsing	op.urlencoded-parser	
1162	prose	132301	132746	d5ba8303059a9d03e4d6d915e601a508b906e6a6b5b2c12729174c3bd42eda1a	If bytes contains a 0x3D (=), then let name be the bytes from the start of bytes up to but excluding its first 0x3D (=), and let value be the bytes, if any, after the first 0x3D (=) up to the end of bytes. If 0x3D (=) is the first byte, then name will be the empty byte sequence. If it is the last, then value will be the empty byte sequence.	urlencoded-parsing	op.urlencoded-parser	
1163	prose	132750	132879	c1e00c4b99172ba793a947f4ab2dc657a56a66968ce9c91415f9c01097cd2ee4	Otherwise, let name have the value of bytes and let value be the empty byte sequence.	urlencoded-parsing	op.urlencoded-parser	
1164	prose	132883	132967	88cd6fd909c5d68b9cea8e571a255ccfeda25c2dd1304ae120a47110db271fbc	Replace any 0x2B (+) in name and value with 0x20 (SP).	urlencoded-parsing	op.urlencoded-parser	
1165	prose	132971	133218	23bcdb9919c13e28f057b912fe764b3a41827eeb5fb57d4ebf451cb63d428165	Let nameString and valueString be the result of running UTF-8 decode without BOM on the percent-decoding of name and value, respectively.	urlencoded-parsing	op.urlencoded-parser	
1166	prose	133222	133323	8fe5fc0f1a6741738352d49a657f9c30cad9e6c73bf1643ee3ae8a94424abea9	Append (nameString, valueString) to output.	urlencoded-parsing	op.urlencoded-parser	
1167	prose	133335	133364	e7784b53b9dc14a1b3d18a96c1551a2dccb86a3817307a215fc682e7b06bedcb	Return output.	urlencoded-parsing	op.urlencoded-parser	
1168	heading	133379	133472	48629fe823a98d07ab7d11a853da0a69153c258f1c18d2806eb213cab7b3d2f1	application/x-www-form-urlencoded serializing	urlencoded-serializing	-	structural heading
1169	algorithm	133474	134970	0d1356947e77577e4f53afa075fb685ff41e0d121d28a9b690a5e058377247aa	concept-urlencoded-serializer	urlencoded-serializing	op.urlencoded-serializer	
1170	prose	133490	133833	1efb283dde58cc82525cab2b53ceb338e2f9d5a2370de10175e0eac655ac7068	The application/x-www-form-urlencoded serializer takes a list of name-value tuples tuples, with an optional encoding encoding (default UTF-8), and then runs these steps. They return an ASCII string.	urlencoded-serializing	op.urlencoded-serializer	
1171	definition	133497	133632	fbc9599671523b496ee11a7c61463cff251ef910b66929a994a12275b0762a39	concept-urlencoded-serializer	urlencoded-serializing	op.urlencoded-serializer	
1172	list	133833	134963	3f7775e6637ed9d1c4748802da458e579b4866122f4fad0843dc74ddcfce1331	ol	urlencoded-serializing	op.urlencoded-serializer	
1173	prose	133843	133950	5e24fc5188e0198798428c0ebb0f3f9e93eaccb727060cbd62306d80bf379df0	Set encoding to the result of getting an output encoding from encoding.	urlencoded-serializing	op.urlencoded-serializer	
1174	prose	133954	134002	3c8b907aad52670286d248164e7fbd9d71a02798ce8a7e702a005cb2abd89b23	Let output be the empty string.	urlencoded-serializing	op.urlencoded-serializer	
1175	prose	134009	134079	baf8cb604f0af2b36b134eb73faca0b07eea73ceccceecf641f3802ac5f1bf6e	For each tuple of tuples:	urlencoded-serializing	op.urlencoded-serializer	
1176	list	134079	134925	cb824eb38cdab5c7727f37c3c7a8c83f2fbbb5c9c2db4cf4dd69889747997627	ol	urlencoded-serializing	op.urlencoded-serializer	
1177	prose	134091	134214	1b4d4d75338cb7346c1ff530db3ffd504228fd29205097160da9091942059724	Assert: tuple's name and tuple's value are scalar value strings.	urlencoded-serializing	op.urlencoded-serializer	
1178	prose	134218	134457	f8e2a0cf45be7f2e49b071e4b56c0957c5d74db857d874d48f7bcd32c6aee930	Let name be the result of running percent-encode after encoding with encoding, tuple's name, and the application/x-www-form-urlencoded percent-encode set.	urlencoded-serializing	op.urlencoded-serializer	
1179	prose	134461	134702	9d4dd4ee8890b7d604ffa574eb7b1b355fcc917aed6e086a448dedabc0f10dea	Let value be the result of running percent-encode after encoding with encoding, tuple's value, and the application/x-www-form-urlencoded percent-encode set.	urlencoded-serializing	op.urlencoded-serializer	
1180	prose	134706	134811	eb288a1f08c19efcee8f22cbb3c43c7b2b14bac3b3e5be65606df70276919cac	If output is not the empty string, then append U+0026 (&amp;) to output.	urlencoded-serializing	op.urlencoded-serializer	
1181	heading	134973	135007	606d5c57cf78a334e52c0d6d4ab16b1088347cdeb7897e971e36611fe6e07e56	Hooks	urlencoded-hooks	-	structural heading
1182	prose	135009	135355	eac98b2ce44e19bdbb7841493b5faa5b2e3807086fffa5b639c8aeb153ecb4f1	The application/x-www-form-urlencoded string parser takes a scalar value string input, UTF-8 encodes it, and then returns the result of application/x-www-form-urlencoded parsing it.	urlencoded-hooks	op.urlencoded-string-parser	
1183	definition	135016	135153	e53f02a344f3e229cc37215c88102b047f7f2960513eec7c3eebef1f71f3f0ce	concept-urlencoded-string-parser	urlencoded-hooks	op.urlencoded-string-parser	
1184	heading	135355	135374	a771ff359cb6dfda02ca0501a9375f85b9a928478579b6c496d86018840e72f3	API	api	-	structural heading
1185	prose	135376	135671	c23781a921d4dcbfc8677e6845220295989620bdf1803cfbe063c43ab0506215	This section uses terminology from Web IDL. Browser user agents must support this API. JavaScript implementations should support this API. Other user agents or programming languages are encouraged to use an API suitable to their needs, which might not be this one. [[!WEBIDL]]	api	requirement.api-support-audiences	
1186	heading	135671	135702	36b6d5a589f0541492e989f710cd1cb61bdcf9e17186357ddbf1911eda14b8d1	URL class	url-class	-	structural heading
1187	idl	135720	135777	6c36d65b68098021f6b4eda1d6c62604f4dac53d2df67336a76729feda2f5d74	[Exposed=*, LegacyWindowAlias=webkitURL] interface URL {	url-class	idl.url-interface	
1188	idl	135780	135832	e24087e1d35e01e1e44e9e488887c8709b8215a27253b0baa7eee90bf76436b3	constructor(USVString url, optional USVString base);	url-class	idl.url-constructor	
1189	idl	135836	135894	d40bfe56eb95734724d71cdc96f0e778343d0f1bb30fcc26c25eba248424081b	static URL? parse(USVString url, optional USVString base);	url-class	idl.url-parse	
1190	idl	135897	135961	856451ad69c89e146a15123ce30fd75b983a7581ac18de8c26ed068fe2c5c7dd	static boolean canParse(USVString url, optional USVString base);	url-class	idl.url-can-parse	
1191	idl	135965	136002	9dbd2c3646e7329ff64c23a1f06529289bc6d81d398f87512c98c6f650a5b9a4	stringifier attribute USVString href;	url-class	idl.url-href	
1192	idl	136005	136041	637a34c862ff6557ddb3c40ddfc5d0159c0acf53c6bf751fc16e2a8a0262290a	readonly attribute USVString origin;	url-class	idl.url-origin	
1193	idl	136053	136082	1c773091fc44e91079ec00ada5f739fc95af6d0847a2f5e6fbc07eff70ec21d7	attribute USVString protocol;	url-class	idl.url-protocol	
1194	idl	136094	136123	69ec7683bea10872479d31acac93a0623af2c04333c1f189cd355f3d976355de	attribute USVString username;	url-class	idl.url-username	
1195	idl	136135	136164	7d152bd5cc5c4f67821c2d63ba663d62598de0949c28ac8f542b6eace282b561	attribute USVString password;	url-class	idl.url-password	
1196	idl	136176	136201	8ef1cd422903b420fdcf416175d706b5e04e8c971f746d18bbb369097423cd5c	attribute USVString host;	url-class	idl.url-host	
1197	idl	136213	136242	0cdf9fd8af9dbb29a2d6ffeec3a1c713883915cf0b8451054c886355d680882c	attribute USVString hostname;	url-class	idl.url-hostname	
1198	idl	136254	136279	e8883d98540a0fb88d288b7828c7aadbf508f2a15afccdefc3fc15675afee7aa	attribute USVString port;	url-class	idl.url-port	
1199	idl	136291	136320	92aa9476cf3fb9120017863c887e988c26d5980702d8c09822e90fc7f2728eea	attribute USVString pathname;	url-class	idl.url-pathname	
1200	idl	136332	136359	4a129b3c37ab261f44cbac0f5d562192a82d016e0b82de163c47a7adaa412b67	attribute USVString search;	url-class	idl.url-search	
1201	idl	136362	136423	daac6c5b9447f233a579cab56d09ddde8840d509a2e0832976f595f53e69ca31	[SameObject] readonly attribute URLSearchParams searchParams;	url-class	idl.url-search-params	
1202	idl	136435	136460	e03c0d8b9aa895aab55709162eacd4f1fd5cc3d5ab7ea32f687c4e5f1dddb3ec	attribute USVString hash;	url-class	idl.url-hash	
1203	idl	136464	136483	0c82e227a7df951a9b696c838da3b06b96c49d59c5dac6a61cfe92ae0ac047a6	USVString toJSON();	url-class	idl.url-to-json	
1204	prose	136495	136535	afa9673311638d4884a0f19cd25fcb3e4d757294b8a9db27f35a4d1ed3b97f12	A {{URL}} object has an associated:	url-class	type.api-url-object-state	
1205	list	136535	136740	73c2131ee074209010b2b6b7c1e0f153714e70611ea6bdaf561350ebb6d9e804	ul	url-class	type.api-url-object-state	
1206	definition	136557	136607	af8d051aad465d2cd6884c46c4c2fbde2c12bdc6c7746860b0f3497d0cf08318	concept-url-url	url-class	slot.api-url-record	
1207	definition	136634	136702	733af4edb6db5c84f35a8bcf41c7e439dea6889f671382ace1472efcc53222f6	concept-url-query-object	url-class	slot.api-url-query-object	
1208	algorithm	136742	137366	29e6f1b96565fe65d8b8a37d4195b4c21d80c5836fb638c52863eb03455416cc	API URL parser	url-class	op.api-url-parser	
1209	prose	136758	136952	066c7cce652cc5cb71ca9378eb280e56a0847354d4b725ce2e7db8ca17a0a7d1	The API URL parser takes a scalar value string url and an optional null-or-scalar value string base (default null), and then runs these steps:	url-class	op.api-url-parser	
1210	definition	136765	136790	3b73195080aa94bc6f843a59f3e1b8c76f1d98d684e43015cc8855aa2abbe186	API URL parser	url-class	op.api-url-parser	
1211	list	136952	137359	f0aa27928593a8a20f77a6b6a1f21b7331135104f75fefdebfb358a969160eec	ol	url-class	op.api-url-parser	
1212	prose	136962	137002	d5a89f54eb86d8459dc702bac663db1cc2e1d8f54a0293589c4d62790cbd3165	Let parsedBase be null.	url-class	op.api-url-parser	
1213	prose	137009	137047	be8bc2c0e25eaba069b241bab37fce72c274190477d4d5af98398aa54c45ed6f	If base is non-null:	url-class	op.api-url-parser	
1214	list	137047	137240	a374b65af2b31ad0c7a2765f16f46c7797ba43cf5418ee322fed90778aff8dd4	ol	url-class	op.api-url-parser	
1215	prose	137059	137168	91d69535e7fd7aecb4f9b61f4738cb68188a5320293eff8dd392e82bb984bad9	Set parsedBase to the result of running the basic URL parser on base.	url-class	op.api-url-parser	
1216	prose	137172	137235	8c350f2fe3546b79cc2610e2345bc33c91eb4d709d3ae181e67a47831563b824	If parsedBase is failure, then return failure.	url-class	op.api-url-parser	
1217	prose	137247	137354	2ab8469541096e922b218404f5f1acf136016f66d989663efa5ca383cdc69f38	Return the result of running the basic URL parser on url with parsedBase.	url-class	op.api-url-parser	
1218	algorithm	137368	138046	ea41221d9c2011c04f6b7b4e23a30e248528a411a6e321b2bbaa1de31a0231a2	URL/initialize	url-class	op.api-url-initialize	
1219	prose	137384	137499	5daf7042855730d14b76079d81425fd690cef42d4943eefd3c3c9df388cc3111	To initialize a {{URL}} object url with a URL urlRecord:	url-class	op.api-url-initialize	
1220	definition	137390	137419	1fae52fc7090853e556f2f5effa02db5ed986032f875eff816416f0fea09175c	URL/initialize	url-class	op.api-url-initialize	
1221	list	137499	138039	de3001f2d808b90b1fe229661639396e24ed427c349d404472da3355a0f56f5d	ol	url-class	op.api-url-initialize	
1222	prose	137509	137633	ac0fc2e65380765d38d2c50bd37733a8c622c3678108de58e40816d46c90d0ad	Let query be urlRecord's query, if that is non-null; otherwise the empty string.	url-class	op.api-url-initialize	
1223	prose	137637	137707	c6f562a46f24c9a5adb825d8f814cbf0dc9b4e30311360bda04358731b12588e	Set url's URL to urlRecord.	url-class	op.api-url-initialize	
1224	prose	137711	137802	1373d7fa6c393143a5aa5b2b51c7e4c22b60ecbd1ae55b3a141045b5d4c9d801	Set url's query object to a new {{URLSearchParams}} object.	url-class	op.api-url-initialize	
1225	prose	137806	137918	88ba8e773a2c8b4de49fff8ad6286e3b64279534d6b0d84be7f80ba3d647f7ce	Initialize url's query object with query.	url-class	op.api-url-initialize	
1226	prose	137922	138034	52eba54db363b7313aca332083ff207719947ec1f494af4537dc90cc5db6da94	Set url's query object's URL object to url.	url-class	op.api-url-initialize	
1227	algorithm	138048	138277	c7eaa41628c640382daaee9516120dda34ec21d60b6decc57ad8509b2f1e1d18	URL/extract an origin	url-class	op.api-url-extract-origin	
1228	prose	138088	138271	d1e6cca39955c4d377b0dde04d09fce85dbc8bd5183233e3e08fc3f9b30be58e	Objects implementing the {{URL}} interface's extract an origin steps are to return this's URL's origin. [[!HTML]]	url-class	op.api-url-extract-origin	
1229	algorithm	138285	138759	1d4ffbb8dd9ed2749796e12a7821afc4220769358fb316f507e7c20e59846a7c	URL/URL(url, base)	url-class	op.api-url-constructor	
1230	prose	138301	138453	1eae9ff1caf7e534ffbe695ddfd0e28bb7f9ebc3141351043fe597253cc8fb8e	The new URL(url, base) constructor steps are:	url-class	op.api-url-constructor	
1231	definition	138324	138428	6146562b62bed1a8139e8af1859293a0b2e81d6420b29e1ee1bd4e27e4d320f8	URL/URL(url, base)	url-class	op.api-url-constructor	
1232	list	138453	138752	092e6f77e97a74bf8afe69d7bfe45ff988e402ff94983fe44447c9de9b714107	ol	url-class	op.api-url-constructor	
1233	prose	138463	138595	e3a0a9f9ad4988ed991f99ba3ca1567700dc0bf00b770708ba0f62f0f24da723	Let parsedURL be the result of running the API URL parser on url with base, if given.	url-class	op.api-url-constructor	
1234	prose	138599	138675	59727128dcfa0382cfd3744912f78db55c5e4717a8eef72ba058163a4d10fef9	If parsedURL is failure, then throw a {{TypeError}}.	url-class	op.api-url-constructor	
1235	prose	138679	138747	522110c4dda767a2d2fa659da52d3a96791ac548cbcc49a012047dd93eb28270	Initialize this with parsedURL.	url-class	op.api-url-constructor	
1236	prose	138802	138967	107935267530329669a5e17ab7e5c6e7d19d284427474524544e092a3a0bd676	To parse a string into a URL without using a base URL, invoke the {{URL}} constructor with a single argument:	url-class	-	URL constructor and base-stringification examples. Retain as witnesses for op.api-url-constructor, the URL IDL conversions and op.api-url-href-getter-and-to-json; examples do not establish a host result.
1237	prose	139115	139191	d881cfdaa0aba6dc9143ed54f3b01b2ca930dd58de2d48b46446ce25517127f2	This throws an exception if the input is a relative-URL string:	url-class	-	URL constructor and base-stringification examples. Retain as witnesses for op.api-url-constructor, the URL IDL conversions and op.api-url-href-getter-and-to-json; examples do not establish a host result.
1238	prose	139315	139368	c7dfcf8675e064ebdba373b8a505936717a7974e9b32435f3df5c5e06bb659d2	For those cases a base URL is necessary:	url-class	-	URL constructor and base-stringification examples. Retain as witnesses for op.api-url-constructor, the URL IDL conversions and op.api-url-href-getter-and-to-json; examples do not establish a host result.
1239	prose	139554	139725	354526fb22b45859d93b4dbbcced58f10c46d3c9f50dff1b77b8fb6249f85f55	A {{URL}} object can be used as a base URL (as the IDL requires a string as argument, a {{URL}} object stringifies to its {{URL/href}} getter return value):	url-class	-	URL constructor and base-stringification examples. Retain as witnesses for op.api-url-constructor, the URL IDL conversions and op.api-url-href-getter-and-to-json; examples do not establish a host result.
1240	algorithm	139935	140439	866f7cf69ace64de444df71a04e788e138e11de1d5bc05b5649efee29f9f804c	URL/parse(url, base)	url-class	op.api-url-parse	
1241	prose	139951	140062	15e0213854579673602a282699738b0d80c5b3122169a49abf90660a2f9f283d	The static parse(url, base) method steps are:	url-class	op.api-url-parse	
1242	definition	139965	140042	8e0b74b8d4c77908f8e761a816f167735818190b4c273f93cdcd239aa1a63743	URL/parse(url, base)	url-class	op.api-url-parse	
1243	list	140062	140432	1e4e95ca03f1972e93b9861831091b9eda49ce5a6bd4b82aec2f63eadd18e23c	ol	url-class	op.api-url-parse	
1244	prose	140072	140204	e3a0a9f9ad4988ed991f99ba3ca1567700dc0bf00b770708ba0f62f0f24da723	Let parsedURL be the result of running the API URL parser on url with base, if given.	url-class	op.api-url-parse	
1245	prose	140208	140267	f0583dd5892485871bc3f4d0053aab46830a8d23a1df1b0d1f4c67bbcc236de6	If parsedURL is failure, then return null.	url-class	op.api-url-parse	
1246	prose	140271	140320	a2bc3957038b1ff301978799aa01dcea9c7248a21f64fc7ac232780469fe5fd3	Let url be a new {{URL}} object.	url-class	op.api-url-parse	
1247	prose	140324	140397	4676c00dce40af16c760b2d3e8c5e4cfd83ffac8a6b456524c85d5a8b241815f	Initialize url with parsedURL.	url-class	op.api-url-parse	
1248	prose	140401	140427	ef8ea7f84b384ac957c03bb113042feed1727ca1bb60b22707f5d0eab27d9057	Return url.	url-class	op.api-url-parse	
1249	algorithm	140441	140809	8634b2da2a95eb41bb3b4e386e523cd4de3000e9de9e8f01b73294102273873d	URL/canParse(url, base)	url-class	op.api-url-can-parse	
1250	prose	140457	140571	85cb85da37c0cd285bc41c4fa0a7b3e5e8e7fcca71118584c1866e79a5cc7802	The static canParse(url, base) method steps are:	url-class	op.api-url-can-parse	
1251	definition	140471	140551	3e583ab464546c7ab60946254ecbd01d0f64ec88dec3891b7960262f485d6eb8	URL/canParse(url, base)	url-class	op.api-url-can-parse	
1252	list	140571	140802	7b2f994c437d93459b51589ea53eb3684cc1eb4a78d7cb9db1e7e92d4f1bca1a	ol	url-class	op.api-url-can-parse	
1253	prose	140581	140713	e3a0a9f9ad4988ed991f99ba3ca1567700dc0bf00b770708ba0f62f0f24da723	Let parsedURL be the result of running the API URL parser on url with base, if given.	url-class	op.api-url-can-parse	
1254	prose	140717	140777	7d17f21d8e4b9d2bf0b7badf684fdce8ec2b3c2db42d52907d2befc268cbf37f	If parsedURL is failure, then return false.	url-class	op.api-url-can-parse	
1255	prose	140781	140797	78fea12930501d4f23500de27383350b71fce91976bbd6d00ee15baed2215936	Return true.	url-class	op.api-url-can-parse	
1256	algorithm	140837	141105	5657da07bd3cc66657620c1355dd74b40b0dc84d3018a45abcde256c25e86767	href getter	url-class	op.api-url-href-getter-and-to-json	
1257	prose	140867	141099	300e06c5e8a56e76175a0422a52db04633ef7c4c7c3e38d86c10bd7d6fcc239d	The href getter steps and the toJSON() method steps are to return the serialization of this's URL.	url-class	op.api-url-href-getter-and-to-json	
1258	definition	140874	140920	fbee64dfbb2b26e6260fedd3cfc68b4827f957b697cc97a5c43116e61912e4e1	URL/href	url-class	op.api-url-href-getter-and-to-json	
1259	definition	140942	140989	955eb9a19e788e593fc0955dd813708ebe76ad97978d5220ff727f26e6ab53d1	URL/toJSON()	url-class	op.api-url-href-getter-and-to-json	
1260	algorithm	141107	141872	653e8100bafaee3e8062079c1e3fd31df683d246b0de6b46747d40582b1997b1	href setter	url-class	op.api-url-href-setter	
1261	prose	141137	141206	e8492efcdc9875681799b7f4e0a08a0d1ae7611188b012127d1bd4f8c5b768e9	The href setter steps are:	url-class	op.api-url-href-setter	
1262	list	141206	141865	b9631cf9455c271c716bb794af2fe7f23b83355d806b284587c299c82b5c49b0	ol	url-class	op.api-url-href-setter	
1263	prose	141216	141320	224ce562bf682bf03565af589e0e5a0170110c0c73d3a051188740646fb9667b	Let parsedURL be the result of running the basic URL parser on the given value.	url-class	op.api-url-href-setter	
1264	prose	141324	141400	59727128dcfa0382cfd3744912f78db55c5e4717a8eef72ba058163a4d10fef9	If parsedURL is failure, then throw a {{TypeError}}.	url-class	op.api-url-href-setter	
1265	prose	141404	141471	689c4b2452244d48e31e0d099e5c3b4f2b8cd4b5d9b6898258e6faeaed264fb2	Set this's URL to parsedURL.	url-class	op.api-url-href-setter	
1266	prose	141475	141563	5a23bfd7d1b18d601e6ff02bbd0fc3fe37cdfcacd9e1667050ff2fbdf0ff63b4	Empty this's query object's list.	url-class	op.api-url-href-setter	
1267	prose	141567	141653	1cae6a45389218e3a7279b2eef23737157e377ed736b954b837078cd9cd7e7bc	Let query be this's URL's query.	url-class	op.api-url-href-setter	
1268	prose	141657	141860	3b73f3bb5a6f91c18392def087d4dc876178dea60554499a41362de8aa6a78c1	If query is non-null, then set this's query object's list to the result of parsing query.	url-class	op.api-url-href-setter	
1269	algorithm	141874	142107	fd2eb46bda21d3277d8106091b535da543baf64e73a403b9a44ac08ad2994161	URL/origin	url-class	op.api-url-origin-getter	
1270	prose	141890	142101	4aff5b09a58ffce0c059a00f9a30e8b975b4a12cdf59190dc510a326da31f73b	The origin getter steps are to return the serialization of this's URL's origin. [[!HTML]]	url-class	op.api-url-origin-getter	
1271	definition	141897	141945	eedb935a2b362cd057338b9dba25df9e5e2cbc765e93d4502e4d5830ddddab85	URL/origin	url-class	op.api-url-origin-getter	
1272	algorithm	142109	142298	5fe4a8f61bd91219f58d8f6d6df4c92d0ae250bc0faed7b07afd78214367105c	URL/protocol	url-class	op.api-url-protocol-getter	
1273	prose	142125	142292	1684af9424e54522af902412095228095daab7b7508bd1082ec3618ea19cd8fb	The protocol getter steps are to return this's URL's scheme, followed by U+003A (:).	url-class	op.api-url-protocol-getter	
1274	definition	142132	142182	1236667ad09ae4617dda27ca64de04c116806edd3407d47399280a49e9480628	URL/protocol	url-class	op.api-url-protocol-getter	
1275	algorithm	142300	142668	89e6626bdf96cd0eaeb26ef3e71114a13bcb64c6b2023c381de8fb97819a5b01	protocol setter	url-class	op.api-url-protocol-setter	
1276	prose	142334	142662	93d65b95b4602e220a5879c2c266bd876960acb8ab0cc23b2cdf58a22d42f133	The protocol setter steps are to basic URL parse the given value, followed by U+003A (:), with this's URL as url and scheme start state as state override.	url-class	op.api-url-protocol-setter	
1277	algorithm	142670	142837	bb251c030f193a6282f7a8b805ea0d52e32723fa3d536914ff2a5763283bbe09	URL/username	url-class	op.api-url-username-getter	
1278	prose	142686	142831	ccf6428e2e3cd386cde40b2be27223332d75ce2e06ca6654f65bf9128edb75f5	The username getter steps are to return this's URL's username.	url-class	op.api-url-username-getter	
1279	definition	142693	142743	4e52d3e40e25da6a67b3258eb5973b3388d3ccf8ee8492b8d3fbe26ac84f7b29	URL/username	url-class	op.api-url-username-getter	
1280	algorithm	142839	143167	7f98232cc8c5fb00d53385edf1dd79d6e1c9c55881de3fd026400002a2622f0e	username setter	url-class	op.api-url-username-setter	
1281	prose	142873	142946	dae42eda21b31beeffb538705db17415b1bb04e5328b5e46faf516cfce114733	The username setter steps are:	url-class	op.api-url-username-setter	
1282	list	142946	143160	3b3b21033a4983f87b5fd552b862bcf8a50da3c352cff26bd952d1ea70c58df2	ol	url-class	op.api-url-username-setter	
1283	prose	142956	143056	67e64c9ec60b3982cdf8ea9844f5d75d8a69a03a30c20939d9c3e24d907aa1ac	If this's URL cannot have a username/password/port, then return.	url-class	op.api-url-username-setter	
1284	prose	143060	143155	57b96144ea69c15b7c106abd6ecf84a36e2a7fff413edb96ad0a03f60e4f94f7	Set the username given this's URL and the given value.	url-class	op.api-url-username-setter	
1285	algorithm	143169	143336	be97384c89aaed4b95ef4494233b72d010e7209c6f8368f41d4ae2e27851180b	URL/password	url-class	op.api-url-password-getter	
1286	prose	143185	143330	7abfa197a5ab51122d734c37cc52a8334deb353e7b00444e97dfa22f1c345198	The password getter steps are to return this's URL's password.	url-class	op.api-url-password-getter	
1287	definition	143192	143242	beca01bd12e57ff03f5bcb5c7edb4be3823cc96619d1be6bfdc17e125fd134a9	URL/password	url-class	op.api-url-password-getter	
1288	algorithm	143338	143666	f31bc7807bca67650d5e6be45db718835f0edf53ad8ef87452ecb1e8c7d015f3	password setter	url-class	op.api-url-password-setter	
1289	prose	143372	143445	35e19551a4f4cc2d47cf469c03407d99caddd8137651248e76845efb89600d53	The password setter steps are:	url-class	op.api-url-password-setter	
1290	list	143445	143659	fa051f30249060358210d7466e8a45c5545292c846a75e1c3fa5623f4e265435	ol	url-class	op.api-url-password-setter	
1291	prose	143455	143555	67e64c9ec60b3982cdf8ea9844f5d75d8a69a03a30c20939d9c3e24d907aa1ac	If this's URL cannot have a username/password/port, then return.	url-class	op.api-url-password-setter	
1292	prose	143559	143654	9006eb4d4a20a41d0362f564288a3f72ab25c74855ea600ae52322d6b1a2e245	Set the password given this's URL and the given value.	url-class	op.api-url-password-setter	
1293	algorithm	143668	144276	86a1a78d3e06461776daee30bea13ddb8a1b337b75e873f983c01662bdb94e89	URL/host	url-class	op.api-url-host-getter	
1294	prose	143684	143757	b4558212ded0b022362d0cd21cf86c7c70269280b6be9d98cc5e70d3260606c8	The host getter steps are:	url-class	op.api-url-host-getter	
1295	definition	143691	143737	c10d8cbb17e9596f772e02777f41f684ffde18ce29e0c704a2a02873595a6341	URL/host	url-class	op.api-url-host-getter	
1296	list	143757	144269	750065ee695d5f9cc24ea3da62a6be7ed1684b440aa770bee0bc0f3900b60bce	ol	url-class	op.api-url-host-getter	
1297	prose	143767	143828	38436e8f1d8a673aa43b3b42db5efd58bd002ecf6e57e088fa9e49e009c3ef86	Let url be this's URL.	url-class	op.api-url-host-getter	
1298	prose	143832	143916	769c8a8246f552970f13bc008c6752bfb9429212aa9a67c1a947bed42d305fa4	If url's host is null, then return the empty string.	url-class	op.api-url-host-getter	
1299	prose	143920	144060	971f2a61d37bfce7cd4a8eb253fb941b9f5e393c96db2b34a5ce156af2b05019	If url's port is null, return url's host, serialized.	url-class	op.api-url-host-getter	
1300	prose	144064	144264	2e38003170395bc946392cbaf8a9e99081ae9048a0570db5ba0eca47bedbe0ab	Return url's host, serialized, followed by U+003A (:) and url's port, serialized.	url-class	op.api-url-host-getter	
1301	algorithm	144278	145073	34ccf09759cc929afc2c6686fa9bb7d51a73683cda3d17155ef4923551c834cd	host setter	url-class	op.api-url-host-setter	
1302	prose	144308	144377	977159351c5166b6801f27ee59472122397289f30a754940bd9d206e181840cb	The host setter steps are:	url-class	op.api-url-host-setter	
1303	list	144377	144711	276252e408446821826357086fc7025196c11e03907a7d5d576cf47823c64919	ol	url-class	op.api-url-host-setter	
1304	prose	144387	144476	3b1748ceed480796b569d1d97acb5696e4fd578766047a61db36b321c6d3794b	If this's URL has an opaque path, then return.	url-class	op.api-url-host-setter	
1305	prose	144480	144706	8227202e2c9f30d39cd68d471073b06a924e623e7521886b06469fa78c3f8cd5	Basic URL parse the given value with this's URL as url and host state as state override.	url-class	op.api-url-host-setter	
1306	prose	144713	145067	89f923f88976a157a646cb4a53f0673ffee647f16c611ec19fdb101e00e5d180	If the given value for the host setter lacks a port, this's URL's port will not change. This can be unexpected as host getter does return a URL-port string so one might have assumed the setter to always "reset" both.	url-class	op.api-url-host-setter	
